,class_sms,sms
1158,ham,"adult,and,would,learn,from,the,experience.,There,real,danger,just,dont,like,peeps,using,drugs,they,dont,need.,But,comment"
1159,ham,"Hey!,There,veggie,pizza...,:/"
1160,ham,"Yun,buying...,But,school,got,offer,plus,only..."
1161,ham,"You,sure,your,neighbors,didnt,pick"
1162,ham,"will,sent,again"
1163,spam,"Free,entry,wkly,comp,win,Cup,final,tkts,May,.,Text,receive,entry,question(std,txt,rate,apply,over"
1164,ham,"New,Theory:,Argument,wins,SITUATION,,but,loses,the,PERSON,dont,argue,with,friends,just..,.,.,.,kick,them,&amp;,say,always,correct.!"
1165,ham,"Well,computerless.,Time,make,some,oreo,truffles"
1166,ham,"Haha,yeah,see,that,now,there,sec"
1167,ham,"not,having,her,number,sir"
1168,ham,"Lol,now,after,that,hot,air,balloon!"
1169,ham,".,.,now,bus,come,soon,will,come,otherwise,tomorrow"
1170,ham,"Msgs,not,time,pass.They,silently,say,that,thinking,right,now,and,also,making,think,least,moment.swt,drms,@Shesil"
1171,ham,"Yeah,can,probably,swing,once,roommate,finishes,with,his,girl"
1172,spam,"Got,what,takes,take,part,the,WRC,Rally,can,with,Lucozade,Energy!,Text,RALLY),,see,packs,lucozade/wrc,&,itcould!"
1173,ham,"Happy,new,years,melody!"
1174,ham,"dun,need,pick?"
1175,ham,"Yay!,You,better,not,have,told,that,other,girls,either."
1176,ham,"Horrible,eat,macs,eat,until,forgot,abt,already,rite,take,long,reply,thk,more,toot,than,prepared.,Now,wat,shall,eat?"
1177,ham,"Did,say,how,fantastic,any,chance,anything,need,bigger,life,lift,losing,the,will,live,you,think,would,the,first,person,die,from?"
1178,ham,"Just,came,hme.."
1179,ham,"outside,islands,,head,towards,hard,rock,and,you,run,into"
1180,ham,"day,class,there,are,class."
1181,ham,"chennai,velachery:)"
1182,ham,"You,flippin,your,shit,yet?"
1183,ham,"give,sec,,breaking,cstore"
1184,ham,"that,much,bad,avoid,like,this?"
1185,ham,",,you,around?,Just,got,car,back"
1186,ham,"Annoying,isn."
1187,ham,"Goodmorning,,Today,late,for;,min."
1188,ham,"There,point,hangin,not,right,not,makin,happy"
1189,ham,"All,will,come,alive.better,correct,any,good,looking,figure,there,itself.."
1190,ham,"that,case,guess,see,you,campus,lodge"
1191,ham,done...
1192,ham,"Come,home,for,one,last,time,wont,anything.,Trust."
1193,ham,"was,all,night,too,worrying,about,this,appt,shame,missed,girls,night,out,with,quizzes,popcorn,and,you,doing,hair."
1194,spam,"Sex,mobile,with,FREE,sexy,pic,Jordan!,Just,text,BABE,.,Then,every,get,sexy,celeb!,PocketBabe,more,pics"
1195,ham,...
1196,spam,"You,have,new,voicemail.,Please,call"
1197,ham,"What,said,not,the,matter,mind,saying,some,other,matter,there."
1198,ham,"also,knows,about,lunch,menu,only,know"
1199,ham,"does,moan,thin,goes,wrong,its,fault,arguments,fault&fed,him,himso,bother?,Hav,,thanx"
1200,ham,"NEFT,Transaction,with,reference,number;,for;DECIMAL;,has,been,credited,the,beneficiary,account;TIME;"
1201,ham,"Otherwise,had,part,time,job-tuition.."
1202,ham,"know,she,called"
1203,ham,"also,feel,yesterday,night,wait,til,day,night,dear."
1204,ham,"Thanks,for,understanding,been,trying,tell,sura,that."
1205,spam,"WIN,year,supply,CDs,store,choice,worth,£,&,enter,our,£,Weekly,draw,txt,MUSIC,www.Ldew.com.subs+winppmx"
1206,ham,"The,whole,car,appreciated,the,last,two!,Dad,and,are,having,map,reading,semi,argument,but,apart,from,that,things,are,going."
1207,spam,"SIM,subscriber,,you,are,selected,receive,Bonus!,Get,delivered,your,door,,Txt,the,word,claim/msg,,EXP.,Apr"
1208,ham,"need,you,strong,arms..."
1209,ham,"Also,maaaan,are,you,missing,out"
1210,ham,"His,bday,real,april,."
1211,ham,"Guessin,you,ain,gonna,here,before,?"
1212,ham,"then,will,come,home,after,half,hour"
1213,ham,",,the,game,almost,over?,Want,walmart,soon"
1214,ham,"Yeah,,probably,but,not,sure.,Ilol,let,know,,but,personally,wuldnt,bother,,then,again,goin,then,mite,well!!"
1215,ham,"text,now!,All,creepy,like,won,think,that,forgot"
1216,ham,"that,would,good,phone,you,tomo,lunchtime,,shall,organise,something?"
1217,spam,"You,have,new,voicemail.,Please,call,."
1218,ham,"Damn,,can,you,make,tonight,you,want,just,wait,til,tomorrow"
1219,ham,"also,fine:)when,will,you,complete,the,course?"
1220,ham,"True,passable.,And,you,get,high,score,and,apply,for,phd,,you,get,years,salary,makes,life,easier."
1221,spam,".,Nokia,Tone,mob,every,week!,Just,txt,NOK,Tone,FREE,get,txtin,now,and,tell,friends/tone.,reply,info"
1222,ham,"Prakesh,there,know."
1223,ham,"Teach,apps.,When,you,come,college."
1224,ham,"Rofl,betta,invest,some,anti,aging,products"
1225,spam,"You,are,winner,have,been,specially,selected,receive,£,cash,*,holiday,(flights,inc),speak,live,operator,claim"
1226,ham,"sir,,you,will,receive,the,account,another,time.,Sorry,for,the,delay."
1227,spam,"Reply,with,your,name,and,address,and,YOU,WILL,RECEIVE,POST,weeks,completely,free,accommodation,various,global,locations,www.phb.com"
1228,ham,"submitting,project,tmr,rite?"
1229,spam,"FREE,entry,into,our,£,weekly,comp,just,send,the,word,ENTER,NOW,www.textcomp.com,cust,care,."
1230,ham,"Jus,ans,lar,noe,later."
1231,ham,"want,send,something,that,can,sell,fast,not,easy,money."
1232,ham,"have,got,*,few,things.,may,*,pub,later."
1233,ham,"finish,meeting,call."
1234,ham,"Lol,snatch,her,purse,too."
1235,ham,"Hello-/@drivby-:quit,edrunk,sorry,iff,pthis,makes,senrd-dnot,how,^,dancce,drum,basq!ihave,fun,nhite,ros,xxxxxxx"
1236,ham,"Your,opinion,about?,.,Over,.,Jada,.,Kusruthi,.,Lovable,.,Silent,.,Spl,character,.,Not,matured,.,Stylish,.,Simple,Pls,reply.."
1237,ham,"How,much,are,getting?"
1238,ham,"paper,morn,aft,tmr?"
1239,ham,"Dear,relieved,westonzoyland,,all,going,plan,this,end,too!"
1240,ham,"Hope,you,are,having,great,new,semester,wish,you,the,very,best.,You,are,made,for,greatness."
1241,ham,"yes,can,speak,txt!,Hmm.,Did,get,email?"
1242,ham,"want,show,you,the,world,,princess,:),how,about,europe?"
1243,ham,"Nobody,can,decide,where,eat,and,dad,wants,Chinese"
1244,ham,"shoot,the,docs,waiting,room.,:/"
1245,ham,"Now,going,out,dinner,soon.."
1246,ham,"Hello,which,the,site,download,songs,its,urgent,pls"
1247,ham,"know,what,mean,the,king,not,havin,credit,goinbed,now.,Night,night,sweet!,Onlymore,sleep!"
1248,ham,"Horrible,gal,sch,doing,some,stuff.,How,come,got?"
1249,ham,"HUN,NOT,COMIN,NITE-TELL,EVERY,SORRY,,HOPE,AVA,GOODTIME!OLI,RANG,MELNITE,IFINK,MITE,SORTED,BUT,EXPLAIN,EVERYTHIN,MON.LRS"
1250,ham,"call,you,later,,don,have,network,urgnt,,sms."
1251,ham,"Ummmmmaah,Many,many,happy,returns,day,dear,sweet,heart..,HAPPY,BIRTHDAY,dear"
1252,spam,"Please,CALL,immediately,there,urgent,message,waiting,for,you"
1253,ham,"Yeah,like,goes,like,did,with,friends,imma,flip,shit,like,half,hour"
1254,ham,"Mum,say,wan,then...,Then,she,can,shun,bian,watch,glass,exhibition..."
1255,ham,"What,your,plan,for,pongal?"
1256,ham,"Just,wait,till,end,march,when,nino,gets,himself."
1257,ham,"Not,yet,chikku..going,room,bus.."
1258,ham,"also,doing,cbe,only.,But,have,pay."
1259,ham,"Honey,boo,missing."
1260,ham,"have,sent,for,Customer,Service,cum,Accounts,Executive,mail,,For,details,contact"
1261,ham,"parents',gettin,cash.,Good,news,picked,downstem"
1262,ham,"Thank,you,much.,When,skyped,wit,and,sura,didnt,get,the,pleasure,your,company.,Hope,you,are,good,given,you,ultimatum,are,countin,down,aburo.,Enjoy!"
1263,spam,"Hungry,gay,guys,feeling,hungry,and,,now.,Call,just/min,stop,texts,call/min)"
1264,ham,"wahala.,Just,remember,that,friend,need,..."
1265,ham,"will,see,half,hour"
1266,ham,"inperialmusic,listeningthe,weirdest,track,everleafcutter,john-sounds,like,insects,being,molested&someone,plumbing,remixed,evil,men,acid!"
1267,ham,"Hey,sorry,didntgive,bellearlier,hunny,just,been,bedbut,mite,thepub,ltr,uwana?loads,luv,Jenxxx."
1268,ham,"SERIOUSLY.,TELL,HER,THOSE,EXACT,WORDS,RIGHT,NOW."
1269,spam,"Can,get,phone,NOW,wanna,chat,set,meet,Call,NOW,can,cum,here,moro,Luv,JANE,Calls£/minmoremobsEMSPOBoxPOWA"
1270,ham,"Tee,hee.,Off,lecture,,cheery,bye,bye."
1271,ham,"Sorry,chikku,cell,got,some,problem,thts,was,able,reply,msg.."
1272,ham,"you,still,havent,collected,the,dough,pls,let,know,can,the,place,sent,get,the,control,number"
1273,ham,...
1274,spam,"network,operator.,The,service,free.,For,visit,.biz"
1275,ham,"Let,know,how,contact,you,you,settled,room.,Lets,know,you,are."
1276,ham,"Wot,weirdo?"
1277,ham,"Can,lor..."
1278,ham,"Dont,put,your,phone,silent,mode"
1279,ham,"Can,meet,where,depends,where,wan,lor.."
1280,ham,"Waiting,show,start,lor,leh,still,busy,doing,report?"
1281,ham,"this,the,first,time,use,these,type,words"
1282,ham,"the,only,one,who,doesn,stalk,profiles?"
1283,ham,"Ever,green,quote,ever,told,Jerry,cartoon,Person,Who,Irritates,Always,the,one,Who,Loves,Vry,Much,But,Fails,Express...!..!!,:-),:-),gud,nyt"
1284,ham,"Yes,thought.,Thanks."
1285,ham,"But,she,drinkin."
1286,ham,"Just,wondering,,the,others,just,took,off"
1287,ham,"Night,has,ended,for,another,day,,morning,has,come,special,way.,May,you,smile,like,the,sunny,rays,and,leaves,your,worries,the,blue,blue,bay.,Gud,mrng"
1288,ham,"What,you,dog,?,Must,always,wait,till,the,end,your,day,have,word,from,you,?,Did,you,run,out,time,your,cell,already?"
1289,ham,"Happy,new,year,too!"
1290,ham,"Hey...Great,deal...Farm,tour,$/pax,,$,deposit,May"
1291,ham,"Eat,jap,done,oso,aft,lect,wat,got,lect,rite..."
1292,ham,"Hey,babe,saw,you,came,online,for,second,and,then,you,disappeared,,what,happened,?"
1293,ham,"birthdate,certificate,april,but,real,date,today.,But,dont,publish,shall,give,you,special,treat,you,keep,the,secret.,Any,way,thanks,for,the,wishes"
1294,ham,"Happy,birthday...,May,all,dreams,come,true..."
1295,ham,"Aiyah,did,already,lar,nydc,wheellock?"
1296,ham,"TELL,HER,SAID,EAT,SHIT."
1297,ham,"Sure,driving,but,will,reach,destination,soon."
1298,ham,",,how,much,for?,Fifty?"
1299,ham,"Your,daily,text,from,favour,this,time"
1300,ham,"Great,hear,you,are,settling,well,what,happenin,wit,ola?"
1301,ham,"Those,cocksuckers,makes,you,feel,better,ipads,are,worthless,garbage,novelty,items,and,you,should,feel,bad,for,even,wanting,one"
1302,ham,"tot,reach,liao,said-shirt."
1303,ham,"FRAN,DECIDED,WAY,COMPLETELY,BROKE,KNACKERED,GOT,BOUT,MRW,LOVE,JANX,THIS,DADS,FONE,CREDIT"
1304,ham,"cant,pick,the,phone,right,now.,Pls,send,message"
1305,ham,"Your,right,make,the,appointment,right,now."
1306,ham,"Designation,software,developer,and,may,she,get,chennai:)"
1307,spam,"Enjoy,the,jamster,videosound,gold,club,with,your,credits,for,new,videosounds+,logos+musicnews!,get,more,fun,from,jamster!,+only,Help?,call:"
1308,spam,"Get,Lions,England,tone,,reply,lionm,mono,lionp,poly.,more,www.ringtones,,the,original,best.,Tones,GBP,network,operator,rates,apply"
1309,ham,"jokin,oni,lar,busy,then,wun,disturb."
1310,ham,"careful,!,Don,text,and,drive,!"
1311,ham,"always,there,,even,its,just,spirit,get,soon.,Just,trying,sure,need."
1312,ham,"too,much,close,heart,away,will,shattered.,Plz,stay,with."
1313,ham,"love,babe,sure,everything,alrite,being,idiot?,Txt,bak,girlie"
1314,ham,"How,abt,making,some,the,pics,bigger?"
1315,ham,"Got,but,got,colours,lor.,One,colour,quite,light,other,darker,lor.,Actually,done,she,styling,hair,now."
1316,ham,"Whenevr,sad,,Whenevr,gray,,Remembr,here,listn,watevr,wanna,say,,Jus,walk,wid,little,while,&amp,promise,bring,back,smile.:-)"
1317,ham,"Why,nothing,anyway,give,treat"
1318,spam,"Win,the,newest,“Harry,Potter,and,the,Order,the,Phoenix,(Book,),reply,HARRY,,answer,questions,-,chance,the,first,among,readers!"
1319,ham,...
1320,ham,"Correct,how,was,work,today"
1321,ham,"Just,sent,again,you,scream,and,moan,bed,,princess?"
1322,ham,"wake,long,ago,already...,Dunno,,what,other,thing?"
1323,ham,"just,getting,even,with?"
1324,ham,"thk,shd,said,plus,minus,..,Did,leave,line,between,paragraphs?"
1325,ham,"Can,you,call,plz.,Your,number,shows,out,coveragd,area,have,urgnt,call,vasai,&amp;,have,reach,before,clock,call,plz"
1326,ham,"Yeah,jay,sort,fucking,retard"
1327,ham,"Sorry,,was,the,bathroom,,sup"
1328,spam,"balance,now,next,question:,Who,sang,'Uptown,Girl,the,?,answer,txt,ANSWER,.,Good,luck!"
1329,ham,"exam,for,february,.,Wish,you,great,day."
1330,ham,"dont,know,what,come,out,this,only,ask,questions,like,this,dont,mistake."
1331,ham,"Aight,rush,ask,jay"
1332,ham,"Good,Morning,plz,call,sir"
1333,ham,"lar,sleep,early,too...,Nite..."
1334,ham,"...,Icic,lor,,den,meet,other,day..."
1335,ham,"half,hour,much,longer,Syria,than,Canada,?,Wow,you,must,get,much,more,work,done,day,than,with,all,that,extra,time,!,*grins*"
1336,ham,"Sometimes,put,walls,around,our,hearts,not,just,safe,from,getting,hurt..,But,find,out,who,cares,enough,break,the,walls,&amp;,get,closer..,GOODNOON:)"
1337,ham,"Sweet,may,may,not,meet,carlos,gauge,patty,interest,that"
1338,ham,"Then,she,buying,today,need,meh..."
1339,ham,"Aight,sorry,take,ten,years,shower.,What,the,plan?"
1340,ham,"Every,monday..nxt,week,completing.."
1341,ham,"Might,well,there."
1342,ham,"Just,chill,for,another,hrs,you,could,sleep,the,pain,not,surgical,emergency,see,how,unfolds.,Okay"
1343,ham,"Yeah,try,scrounge,something"
1344,ham,"Crazy,married,like,looking,guys,not,frens,like,say,korean,leona,fave,but,dun,thk.,Aft,some,thinking,mayb,most,prob."
1345,ham,"Were,somewhere,Fredericksburg"
1346,ham,"Que,pases,buen,tiempo,something,like,that"
1347,ham,"stay,the,night,here?,Xavier,has,sleeping,bag,and,getting,tired"
1348,ham,"She,doesnt,need,any,test."
1349,ham,"Nothing,much,,chillin,home.,Any,super,bowl,plan?"
1350,spam,"FREEDAY,sexy,George,Day,pic,Jordan!Txt,PIC,dont,miss,out,,then,every,saucy,celeb!,more,pics,PocketBabe"
1351,ham,"Bugis,oso,near,wat..."
1352,ham,"theres,class,tmrw,right?"
1353,ham,"Let,Heart,Compass,Mind,Map,Soul,Guide,And,Will,Never,loose,world....gnun,-,Sent,via,WAYSMS.COM"
1354,ham,"Goodnight,,sleep,well,please,take,care.,Please."
1355,ham,"Baaaaabe,misss,youuuuu,!,Where,are,you,have,and,teach,class,..."
1356,ham,"Convey,regards,him"
1357,ham,"ned,convince,him,tht,its,not,possible,witot,hurting,his,feeling,its,the,main"
1358,ham,"Good,afternoon,loverboy,!,How,goes,you,day,?,Any,luck,come,your,way,think,you,,sweetie,and,send,love,across,the,sea,make,you,smile,and,happy"
1359,ham,"start,sending,blackberry,torch,nigeria,will,you,find,buyer,for?like,month.,And,tell,dad,not,buy,from,anyone."
1360,ham,"pple,marry,with,their,lovers...,becz,they,hav,gud,undrstndng,dat,avoids,problems,sent,dis,wil,get,gud,news,friday,person,you,like.,And,tomorrow,will,the,best,day,your,life.,Dont,break,this,chain,you,break,you,will,suffer.,send,this;,frnds;,mins,whn,read..."
1361,ham,"dude,guess,who,just,got,arrested,the,other,day"
1362,ham,"Shuhui,say,change,suntec,steamboat,noe,where?,Where,now?"
1363,ham,"What,does,the,dance,river?"
1364,ham,"Yetunde,sorry,but,moji,and,seem,too,busy,able,shopping.,Can,you,just,please,find,some,other,way,get,what,you,wanted,get.,Please,forgive.,You,can,reply,free,via,yahoo,messenger."
1365,ham,"Hey,will,really,pretty,late...,You,want,for,the,lesson,first,will,join,you,only,reaching,mrt"
1366,spam,"HOT,LIVE,FANTASIES,call,now,Just,per,min,NTT,Ltd,Box,Croydon"
1367,ham,"Bbq,this,sat,mine,from,ish,welcome,come"
1368,ham,"don,know,,same,thing,that,wrong,everyso,often,panicks,starts,goin,bout,not,bein,good,enough,…"
1369,ham,"Alright,out--have,good,night!"
1370,ham,"Did,you,try,making,another,butt."
1371,ham,"Hope,you,are,feeling,great.,Pls,fill.,Abiola"
1372,ham,"though,shd,out,have,some,fun,bar,town,something,–,sound?"
1373,ham,"write,msg,),Put,Dictionary,mode,)Cover,the,screen,with,hand,,)Press;,.,)Gently,remove,hand..,Its,interesting..:)"
1374,spam,"Bears,Pic,Nick,,and,Tom,,Pete,and,...,Dick,fact,,all,types,try,gay,chat,with,photo,upload,call/min).,stop,texts,call"
1375,spam,"New,Mobiles,from,,,MUST!,Txt:,NOKIA:,&,collect,yours,today!From,ONLY,£,www.biz,optout,.gbp/mtmsg,TXTAUCTION"
1376,ham,"finally,ready,fyi"
1377,ham,"Auntie,huai,juan,never,pick,her,phone"
1378,spam,"Double,Mins,&,Double,Txt,&,/,price,Linerental,Latest,Orange,Bluetooth,mobiles.,Call,MobileUpd,for,the,very,latest,offers,calloptout"
1379,ham,"tel,,wats,problem.."
1380,spam,".,Nokia,Tone,mob,every,week!,Just,txt,NOK,Tone,FREE,get,txtin,now,and,tell,friends/tone.,reply,info"
1381,ham,"dnt,wnt,tlk,wid"
1382,ham,"spend,our,days,waiting,for,the,ideal,path,appear,front..,But,what,forget..,""paths,are,made,walking..,not,waiting.."",Goodnight!"
1383,ham,"Its,arm,feeling,weak,cuz,got,shot,can,another,time"
1384,ham,"Please,reserve,ticket,saturday,eve,from,chennai,thirunelvali,and,again,from,tirunelvali,chennai,sunday,eve,already,see,net,ticket,available,want,book,ticket,through,tackle,.."
1385,ham,"Storming,msg:,Wen,lift,phne,say,""HELLO,knw,real,meaning,HELLO,name,girl..!,.,.,.,Yes..,And,knw,who,dat,girl??,""Margaret,Hello"",She,girlfrnd,Grahmbell,who,invnted,telphone...,.,.,.,.,Moral:One,can,get,name,person,not,his,girlfrnd,.,.,.@"
1386,ham,"That,popped,ask,bout,something,and,she,said,you,been.,Are,you,around,tonght,wen,this,girl,comes?"
1387,ham,"All,best,exam,later."
1388,ham,"Hope,head,doesn,hurt,much,ploughing,way,through,pile,ironing,!,Staying,with,chinky,tonight,come,round,you,like."
1389,ham,"think,most,and,players,unsold."
1390,ham,"Haha...,Where,got,fast,lose,weight,,thk,muz,month,den,got,effect...,Gee,later,aust,put,weight."
1391,ham,"wonder,how,you,got,online,love,?,Had,you,gone,the,net,cafe,?,Did,you,get,your,phone,recharged,?,Were,you,friends,net,think,you,,boytoy"
1392,ham,"Haha,just,kidding,,papa,needs,drugs"
1393,ham,"Thk,shld,can,wana,lessons...,Haha,,can,for,one,whole,stretch..."
1394,ham,..
1395,ham,"still,meeting,dinner,tonight?"
1396,ham,"Thats,cool,gentleman,and,will,treat,you,with,dignity,and,respect."
1397,ham,"Shall,start,from,hear."
1398,ham,"Then,wait,lor,need,feel,bad,lar..."
1399,ham,"did,you,check,got,his,detailed,message,now"
1400,ham,"You,have,registered,Sinco,Payee.,Log,icicibank.com,and,enter,URN,confirm.,Beware,frauds,NOT,share,disclose,URN,anyone."
1401,ham,"decided,that,only,people,who,care,about,stuff,vote,and,caring,about,stuff,for,losers"
1402,ham,"Kaiez...,Enjoy,tuition...,Gee...,Thk,second,option,sounds,beta,yan,jiu,den,msg..."
1403,ham,"You,have,registered,Sinco,Payee.,Log,icicibank.com,and,enter,URN,confirm.,Beware,frauds,NOT,share,disclose,URN,anyone."
1404,ham,"cool,will,have,fun,practicing,making,babies!"
1405,ham,"Actually,getting,ready,leave,the,house."
1406,ham,"..any,special,today?"
1407,spam,"URGENT,,IMPORTANT,INFORMATION,FOR,USER.,TODAY,YOUR,LUCKY,DAY!,FIND,OUT,WHY,LOG,ONTO,HTTP://WWW.URAWINNER.COM,THERE,FANTASTIC,SURPRISE,AWAITING,FOR,YOU"
1408,ham,"Then,gotta,after,that"
1409,ham,"got,ten,bucks,,jay,being,noncomittal"
1410,ham,"Where,were,hungry,too"
1411,ham,"Pls,speak,that,customer,machan."
1412,ham,"somewhere,out,there,beneath,the,pale,moon,light,someone,think,some,where,out,there,where,dreams,come,true...,goodnite,&amp;,sweet,dreams"
1413,ham,"Wen,lovable,bcums,angry,wid,,dnt,take,seriously..,Coz,being,angry,most,childish,true,way,showing,deep,affection,,care,luv!..,kettoda,manda...,Have,nice,day."
1414,spam,"Dear,been,invited,XCHAT.,This,our,final,attempt,contact!,Txt,CHAT/MsgrcvdHG/Suite/Lands/Row/WJHL,LDN,yrs"
1415,ham,"wats,opinion,abt,him,and,how,abt,character?"
1416,ham,"Jay,snickering,and,tells,that,totally,fucking,the,chords,speak"
1417,ham,"..few,hours,before.went,hair,cut,."
1418,ham,"wonder...,Cos,dun,rem,seeing,silver,car...,But,thk,saw,black,one..."
1419,ham,"Lmao.,Take,pic,and,send."
1420,ham,"Speak,only,when,you,feel,your,words,are,better,than,the,silence...,Gud,mrng:-)"
1421,ham,".,She,currently,scotland,for,that."
1422,ham,"you,work,all,this,week,?"
1423,spam,"Congratulations,awarded,either,gift,vouchers,&,Free,entry,our,£,weekly,draw,txt,MUSIC,TnCs,www.Ldew.com,winppmxage"
1424,ham,"Lol,great,now,getting,hungry."
1425,ham,"Yes..,now,only,saw,your,message.."
1426,ham,"like;,seconds"
1427,ham,...
1428,ham,"THING,GOOD,THANX,GOT,EXAMS,MARCH,IVE,DONE,REVISION,FRAN,STILL,WITH,BOYF?,IVE,GOTTA,INTERVIW,EXETER,BIT,WORRIED"
1429,ham,"Tell,you,what,you,make,little,spreadsheet,and,track,whose,idea,was,smoke,determine,who,""smokes,too,much"",for,the,entire,month,february,come"
1430,spam,"For,sale,-,arsenal,dartboard.,Good,condition,but,doubles,trebles!"
1431,ham,"Don,look,back,the,building,because,you,have,coat,and,don,want,you,get,more,sick.,Just,hurry,home,and,wear,coat,the,gym!!!"
1432,ham,"painful,personal,thought,always,try,keep,everybody,happy,all,the,time.,But,nobody,recognises,when,alone"""
1433,ham,"Thanks,for,lovely,wisheds.,You,rock"
1434,ham,"You,intrepid,duo,you!,Have,great,time,and,see,you,both,soon."
1435,ham,"asked,sen,come,chennai,and,search,for,job."
1436,ham,"Dad,went,out,oredi..."
1437,ham,"jus,hope,its,true,that,missin,cos,really,missin,him!,You,haven,done,anything,feel,guilty,about,,yet."
1438,ham,"Wat,late,still,early,mah,juz,dinner,lor.,Aiya,dunno..."
1439,ham,"Arms,fine,,how,Cardiff,and,uni?"
1440,ham,"fact,when,you,leave,think,addie,goes,back,school,tues,wed"
1441,ham,"Cool,breeze...,Bright,sun...,Fresh,flower...,Twittering,birds...,All,these,waiting,wish:,""GOODMORNING,&amp;,HAVE,NICE,DAY"",:)"
1442,ham,":)going,for,restaurant.."
1443,ham,"Its,just,askd,did,knw,tht?"
1444,spam,"Free,week,entry,TEXTPOD,chance,win,iPod,£,cash,every.,Txt,POD,www.textpod.net,custcare,."
1445,ham,"Those,ducking,chinchillas"
1446,ham,"marriage,function"
1447,ham,"Looks,like,wil,getting,headstart,leaving,here,bout,.ish,but,desperate,for,company,could,head,earlier,were,goin,meet,rummer."
1448,ham,"Don,give,flying,monkeys,wot,they,think,and,certainly,don,mind.,Any,friend,mine,and,all,that!"
1449,spam,"registered,optin,subscriber,draw,£,gift,voucher,will,entered,receipt,correct,ans,Whats,the,BBC,charts"
1450,ham,"say,thanks."
1451,ham,"Msg,when,rajini,comes."
1452,ham,"!,when,are,taking,ure,practical,lessons,start,june.."
1453,ham,"That,good,,because,need,drugs"
1454,ham,"Stupid.its,not,possible"
1455,ham,"Can,all,decide,faster,cos,sis,going,home,liao.."
1456,spam,"Summers,finally,here!,Fancy,chat,flirt,with,sexy,singles,area,get,MATCHED,just,reply,SUMMER,now.,Free,Join.,OptOut,txt,STOP,Help"
1457,ham,"sleeping,now,you,going,take?,Haha,got,spys,wat,online,checking,replying,mails,lor.."
1458,spam,"CLAIRE,here,havin,borin,time,now,alone,wanna,cum,over,nite?,Chat,now,hope,Luv,CLAIRE,Calls£/minmoremobsEMSPOBoxPOWA"
1459,ham,"Fighting,with,the,world,easy,either,win,lose,fightng,with,some,who,close,dificult,lose,lose,win,still,lose."
1460,spam,"Bought,one,ringtone,and,now,getting,texts,costing,pound,offering,more,tones,etc"
1461,ham,"Yalru,lyfu,astne,chikku,innu,mundhe,lyf,ali,halla,bilo,(marriage)program,edhae,lyf,yet,ovr,chikku..ali,vargu,lyfu,meow,meow"
1462,ham,"Kinda.,First,one,gets,twelve!,Aah.,Speak,tomo"
1463,spam,"URGENT!,Your,mobile,xxxxxxxxx,won,£,,bonus,caller,prize,//!,this,the,attempt,reach,YOU!,call,ASAP!"
1464,ham,"good,then,later,come,find,lucky,told,earlier...,Later,pple,take,finish,more,again..."
1465,ham,"Wat,makes,thk,fall,down.,But,actually,thk,quite,prone,falls.,Lucky,dad,home,ask,him,come,fetch,already."
1466,spam,"YOU,are,guaranteed,the,latests,Nokia,Phone,iPod,player,£,prize!,Txt,word:COLLECT-LLC-USA,msgrcvd+"
1467,ham,"Your,account,has,been,refilled,successfully,INR;DECIMAL;,.,Your,KeralaCircle,prepaid,account,balance;DECIMAL;,.,Your,Transaction;,."
1468,ham,"wont,touch,you,with,out,your,permission."
1469,spam,"its,LUCY,Hubby,meetins,all,day,Fri,will,alone,hotel,fancy,cumin,over?,Pls,leave,msg,day,Lucy,Calls£/minMobsmoreLKPOBOXHPFL"
1470,ham,"wonders,WORLD,You,style,smile,Personality,Nature,SMS,and,Lovely,Friendship""...,good,morning,dear"
1471,ham,"Take,some,small,dose,tablet,for,fever"
1472,ham,"must,have,taken,your,REAL,Valentine,out,shopping,first."
1473,ham,"Just,sent,you,email,address,with,incomm,that,right?"
1474,ham,"Will,,you,gonna,blake,all,night,might,able,get,out,here,little,early"
1475,ham,"Friendship,not,game,play,not,word,say,doesn,start,March,and,ends,May,tomorrow,,yesterday,,today,and"
1476,ham,"Nice.,Wait...should,you,texting,right,now,not,gonna,pay,your,ticket,know!"
1477,ham,"watching,lotr,sis,dis,aft,wan,meet,dinner,nite,not?"
1478,ham,"Why,you,keeping,away,like,this"
1479,ham,"think,its,far,more,than,that,but,find,out.,Check,google,maps,for,place,from,your,dorm."
1480,ham,"trip,was,but,quite,tiring,lor.,Uni,starts,today,but,cos,not,taking,any,modules,but,jus,concentrating,final,project."
1481,ham,"Have,you,always,been,saying,welp?"
1482,ham,"guy,,browsin,compulsory"
1483,ham,...
1484,ham,"Purity,friendship,between,two,not,about,smiling,after,reading,the,forwarded,message..Its,about,smiling,just,seeing,the,name.,Gud,evng,musthu"
1485,ham,"Sorry,call,later"
1486,ham,"should,add,that,don,really,care,and,you,can,can,least,get,this,dude,fuck,off,but,hey,,your,money,you,want)"
1487,ham,"Hello,lover!,How,goes,that,new,job?,Are,you,there,now?,Are,you,happy,you,think,wake,slave,and,send,you,teasing,kiss,from,across,the,sea"
1488,ham,"told,your,number,gautham.."
1489,ham,"Tell,them,need,investigate,about,anywhere."
1490,ham,"juz,receive.."
1491,ham,"Cant,believe,said,many,things,you,this,morning,when,all,really,wanted,say,was,good,morning,love,you!,Have,beautiful,morning.,See,you,the,library,later."
